2010-11-30 00:00:00,General Unit Secures Million Order For MRAP Upgrades
2010-12-01 00:00:00,General Dynamics Board Declares Dividend
2010-12-10 00:00:00,General General Dynamics Land Systems Secures Million For MRAP Survivability And Mobility Upgrades
2011-02-10 00:00:00,General General Dynamics Information Technology Partners With TIBCO Software
2011-02-23 00:00:00,Thales Thales Australia And General General Dynamics Ordnance And Tactical Systems Announce Strategic Teaming Agreement
2011-03-02 00:00:00,General Dynamics Increases Quarterly Dividend
2011-03-08 00:00:00,General General Dynamics Ordnance and Tactical Systems Secures Contract For Expeditionary Fire Support System
2011-03-09 00:00:00,General General Dynamics Armament and Technical Products Secures Million Contract By Navy For Aegis Illuminators
2011-03-31 00:00:00,General General Dynamics Information Technology Secures Million Contract To Support Air Force
2011-04-18 00:00:00,General General Dynamics Ordnance and Tactical Systems Secures Million For 30mm Cartridges
2011-04-29 00:00:00,General General Dynamics Electric Boat Wins Billion For Second FY11 Submarine By Navy
2011-05-10 00:00:00,General General Dynamics Information Technology Secures Million IT Services Contract From Special Operations Command
2011-05-13 00:00:00,General General Dynamics Information Technology Secures Million From Centers for Medicare And Medicaid Services
2011-07-05 00:00:00,General Dynamics Receives Contract For Million For Development Of Advanced Submarine Technologies
2011-07-06 00:00:00,General General Dynamics Information Technology Receives Enterprise Communications Services Contract By Defense Intelligence Agency
2011-07-07 00:00:00,General General Dynamics C4 Systems Receives Order From Army For Production Of JTRS HMS Radio
2011-07-12 00:00:00,General General Dynamics Electric Boat Receives Million Navy Award For Common Missile Compartment Work
2011-07-18 00:00:00,General Dynamics Acquires Network Connectivity
2011-07-25 00:00:00,General General Dynamics Information Technology Secures Total Engineering And Integration Services III Contract
2011-08-03 00:00:00,General Dynamics Declares Dividend
2011-08-18 00:00:00,General Dynamics Lead Team Secures Army Ground Combat Vehicle Million Technology Development Contract
2011-09-12 00:00:00,General General Dynamics C4 Systems Secures Billion Contract For Common Hardware Program From Army
2011-09-15 00:00:00,General General Dynamics Bath Iron Works Secures Contract From Navy
2011-09-21 00:00:00,General Dynamics to Acquire Metro Machine
2011-09-23 00:00:00,General General Dynamics Information Technology Secures Military Health System Support Contract From TRICARE Management Activity
2011-09-27 00:00:00,General General Dynamics Bath Iron Works Secures Contract For Construction Of Two DDG 51 Destroyers
2011-09-30 00:00:00,General Dynamics Completes Acquisition Of
2011-10-19 00:00:00,General General Dynamics NASSCO Secures Contract
2011-10-25 00:00:00,General General Dynamics Electric Boat Secures Million for Development of Advanced Submarine Technologies
2011-10-31 00:00:00,General Dynamics Completes Acquisition of Metro Machine
2011-11-09 00:00:00,General Electric Boat Receives Million Contract for Submarine Planning Services
2011-12-09 00:00:00,General General Dynamics C4 Systems Secures Million To Maintain And Update Army Common Ground Stations Worldwide
2012-01-26 00:00:00,General General Dynamics Armament and Technical Products Secures Million Order For Army Gatling Guns
2012-01-30 00:00:00,General General Dynamics Ordnance and Tactical Systems Receives Contract By Aerojet For Standard Control Actuators
2012-01-31 00:00:00,General Dynamics General Dynamics Armament and Technical Products Secures Million Lightning II Gun System Contract
2012-02-24 00:00:00,General Dynamics General Dynamics Electric Boat Secures Million By Navy For Submarine Work
2012-02-28 00:00:00,General Dynamics General Dynamics Bath Iron Works Awarded Contract To Build Additional DDG Destroyer
2012-02-29 00:00:00,General Dynamics Jet Aviation Acquires Enterprise Jet Center FBO
2012-04-02 00:00:00,General Dynamics Secures Two Contracts From United States Army
2012-04-03 00:00:00,General Subsidiary Awards Of Million For Submarine And Carrier Maintenance Work
2012-04-17 00:00:00,General Subsidiary Awards Of Contract By LiveTV For Commercial Airline Radomes
2012-04-19 00:00:00,General Business Unit And Rheinmetall Defence Form Tank Ammunition Joint Venture Company
2012-04-24 00:00:00,General General Dynamics C4 Systems Secures Million Contract From Federal Aviation Administration
2012-05-08 00:00:00,General Dynamics To Acquire
2012-05-31 00:00:00,General General Dynamics Electric Boat Secures Million Contract For Development Of Advanced Submarine Technologies
2012-06-05 00:00:00,General General Dynamics Armament and Technical Products Secures Million Contract From Navy For Aegis Illuminators
2012-06-08 00:00:00,General General Dynamics C4 Systems secures Million Contract For Army Range Radar Replacement Program
2012-06-11 00:00:00,General Dynamics Completes Acquisition Of IPW Inc
2012-06-21 00:00:00,General General Dynamics Electric Boat Secures Million For Development Of Advanced Submarine Technologies
2012-07-10 00:00:00,General General Dynamics Information Technology Secures Million For IT Services From FBI
2012-07-17 00:00:00,General Dynamics Business Unit Receives Million for Mobile Shelter Units
2012-07-19 00:00:00,General Dynamics Business Unit Receives Billion Department Of State Contract
2012-08-01 00:00:00,General Dynamics Corp Declares Dividend
2012-08-02 00:00:00,Navy Awards General Dynamics Electric Boat Million Contract To Plan Submarine Maintenance and Modernization Work
2012-08-09 00:00:00,Navy Awards General Dynamics Electric Boat Million for Nuclear Submarine Services
