2010-11-09 00:00:00,The Announces Dividend
2010-11-17 00:00:00,The To Bring First Gap Store To South America
2011-02-24 00:00:00,The Issues FY 2011 EPS Guidance Below Estimates
2011-04-19 00:00:00,The To Combine International Operations Into One
2011-05-18 00:00:00,The Announces Dividend
2011-08-18 00:00:00,The Reaffirms FY 2011 EPS Guidance
2011-10-13 00:00:00,The Announces Plans To Bring The First Store Expression Of Its Value Old To Opening Of New Locations In China
2011-11-08 00:00:00,The Announces Dividend
2011-11-17 00:00:00,The Announces New Million Share Repurchase Program
2012-05-03 00:00:00,The Issues Q1 2012 EPS Guidance Above Estimates
2012-08-16 00:00:00,GAP Inc Raises FY 2012 EPS Guidance
2012-11-01 00:00:00,GAP Inc Issues Q3 2012 EPS Guidance Above Estimates
2012-11-02 00:00:00,Gap Announces Donation of More Than Million to Aid Recovery Effort in
2012-11-05 00:00:00,Gap may be headed for trouble in 2013
2012-11-07 00:00:00,The Zacks Analyst Blog Procter Gap
