2011-02-04 00:00:00,Board Of Directors Declares Dividend And Authorizes Quarterly Payment
2011-02-25 00:00:00,Chairman Ronald Williams To Retire On April 8
2011-02-28 00:00:00,And OSS Orthopaedic Hospital Reach Agreement
2011-04-28 00:00:00,Raises FY 2011 EPS Guidance
2011-06-28 00:00:00,Completes Acquisition Of Prodigy Health Group
2011-07-27 00:00:00,Raises FY 2011 EPS Guidance
2011-09-23 00:00:00,Declares Quarterly Cash Authorizes Additional Share Repurchases
2011-10-18 00:00:00,Eastern Connecticut Health Network And Sign Agreement
2011-10-27 00:00:00,Raises FY 2011 EPS Issues FY 2012 EPS Guidance
2011-12-15 00:00:00,Raises FY 2011 EPS Revised FY 2012 EPS Guidance To A Range Above
2012-02-01 00:00:00,Reaffirms FY 2012 EPS Guidance
2012-03-14 00:00:00,Offers Brain Resource MyBrainSolutions
2012-03-27 00:00:00,Announces New Billion Credit Facility
2012-04-26 00:00:00,Reaffirms FY 2012 EPS Guidance
2012-07-31 00:00:00,Raises FY 2012 EPS Guidance
2012-08-20 00:00:00,Aetna Inc To Buy Coventry Health Care Inc For
2012-11-01 00:00:00,Aetna Inc Signs Contract with University of North Carolina Health Care System
2012-11-02 00:00:00,AETNA Aetna Mobilizes Volunteers and Other Efforts to Help in Aftermath
