2011-01-25 00:00:00,Gilead Announces Share Repurchase Program
2011-03-04 00:00:00,FDA Removes Warning About Potential Liver Injury From Boxed Warning Of Prescribing Information For Gilead Letairis
2011-03-23 00:00:00,Gilead To Offer Senior Notes
2011-04-20 00:00:00,Gilead And MicroDose Therapeutx Announce License And Collaboration Agreement To Develop For Treatment Of Respiratory Syncytial Virus
2011-08-08 00:00:00,Gilead To Purchase Biologics Process Research And Clinical Manufacturing Facility From Genentech
2011-08-10 00:00:00,Food and Drug Administration Approves Gilead Complera
2011-08-15 00:00:00,Gilead Announces Result Of Phase 3 Clinical Trial Of Investigational Antiretroviral Quad Regimen
2011-11-21 00:00:00,Gilead to Acquire for Billion
2011-11-28 00:00:00,Gilead Receives European Marketing Authorization for Eviplera
2011-12-05 00:00:00,Gilead Boosting Meets Primary Objective in Pivotal Phase 3 Study
2012-01-17 00:00:00,Gilead Completes Acquisition Of
2012-02-17 00:00:00,Gilead Announces Data For Genotype 1 Null Responder Hepatitis C Patients Enrolled In ELECTRON Study
2012-04-19 00:00:00,Gilead Announces Sustained Virologic Response Data For Regimen Of Plus Pegylated Interferon And Ribavirin In Genotype One Hepatitis C Patients
2012-07-27 00:00:00,Gilead Reaffirms FY 2012 Net Product Sales Call
2012-08-02 00:00:00,Gilead Announces New Collaboration With Mylan Laboratories Ltd And Other Indian Partners
2012-10-24 00:00:00,Healthcare Gilead XOMA NuVasive
2012-11-08 00:00:00,After Hours Most Active for Nov 2012 GRPN
