2010-08-04 00:00:00,Issues Q3 2010 Revenue Guidance Slightly Below Raises FY 2010 EPS Guidance
2010-12-14 00:00:00,Montana Public Service Commission Approves And Qwest Communications International Merger
2010-12-15 00:00:00,Colorado Public Utilities Commission Approves And Qwest Communications International Merger
2011-02-15 00:00:00,And Verizon Wireless Announce Agreement
2011-04-01 00:00:00,And Qwest Communications International Complete Merger
2011-04-27 00:00:00,To Acquire Savvis For Per Share In Cash And Stock Transaction
2011-05-05 00:00:00,Issues FY 2011 Guidance Below Estimates
2011-05-18 00:00:00,Declares Quarterly Cash Dividend
2011-07-13 00:00:00,SAVVIS Stockholders Approve Merger with
2011-08-03 00:00:00,Raises FY 2011 Revenue Lowers FY 2011 EPS Guidance
2011-11-02 00:00:00,Reaffirms FY 2011 Revenue Raises FY 2011 EPS Issues Q4 2011 Mixed Guidance
2012-02-15 00:00:00,Issues FY 2012 EPS Guidance Below Issues Q1 2012 Guidance In Line With Estimates
2012-02-21 00:00:00,Declares Quarterly Cash Dividend
2012-05-09 00:00:00,Issues Q2 2012 Guidance In Line With Reaffirms FY 2012 Revenue Raises FY 2012 EPS Guidance
2012-05-24 00:00:00,Declares Quarterly Cash Dividend
2012-08-08 00:00:00,Issues Q3 2012 EPS Guidance Below Raises Low End Of Prior FY 2012 Revenue Guidance To A Range In Line With Estimates
2012-08-23 00:00:00,CenturyLink Inc Receives General Services Administration Region 8 Task Order
2012-10-01 00:00:00,CenturyLink Inc Terminates Financing Transactions
2012-10-16 00:00:00,CenturyLink Stock Rating Reaffirmed by Raymond James
2012-11-02 00:00:00,Forbes Earnings CenturyLink
