2010-11-15 00:00:00,Illinois Tool Works Reaffirms FY 2010 Guidance
2011-03-01 00:00:00,Illinois Tool Works Acquires SOPUS Car Care Business
2011-03-21 00:00:00,Illinois Tool Works Issues Q1 2011 Revenue Below Issues FY 2011 Revenue In Line With Estimate
2011-05-06 00:00:00,Illinois Tool Works Declare Quarterly Dividend
2011-05-19 00:00:00,Illinois Tool Works Reaffirms FY 2011And Q2 2011 Guidance
2011-06-28 00:00:00,Illinois Tool Works Inc Lowers FY 2011 EPS Reaffirms FY 2011 Revenue Completes Share Repurchase Activity Of Million
2011-07-25 00:00:00,Illinois Tool Works Inc Acquires Despatch Industries
2011-08-19 00:00:00,Illinois Tool Works Inc Reaffirms FY 2011 Guidance
2011-09-21 00:00:00,Illinois Tool Works Inc Reaffirms FY 2011 Guidance
2011-10-28 00:00:00,Illinois Tool Works Inc Announces Quarterly Cash Dividend
2011-12-19 00:00:00,Illinois Tool Works Inc Reaffirms Q4 2011 And FY 2011 Guidance
2012-04-02 00:00:00,Graco Inc Closes Finishing Brands Acquisition Of Illinois Tool Works Inc
2012-05-04 00:00:00,Illinois Tool Works Inc Declares Quarterly Dividend
2012-10-09 00:00:00,ITW Medical Expands Analyst Blog
2012-10-22 00:00:00,Earnings ITW Analyst Blog
2012-10-24 00:00:00,BMO Capital Markets Reiterates Outperform on Illinois Tool Works
2012-10-31 00:00:00,ILLINOIS TOOL WORKS ITW Completes Divestiture of a Majority Interest in
2012-11-01 00:00:00,ITW Divests Decorative Surfaces Analyst Blog
2012-11-02 00:00:00,The Zacks Analyst Blog Illinois Tool Cooper Industries
2012-11-07 00:00:00,Insiders Sold These Stocks on
