2010-12-02 00:00:00,Covidien plc Receives FDA Clearance For iDrive Powered Stapling System
2011-02-10 00:00:00,Covidien Mallinckrodt Inc Receives FDA Approval For Fentanyl Transdermal System Patch
2011-04-06 00:00:00,Covidien plc Receives FDA Premarket Approval for Pipeline Embolization Device
2011-05-09 00:00:00,Covidien plc Announces Patient Enrollment Is Complete In Parietex ProGrip Mesh Inguinal Hernia Repair Study
2011-06-02 00:00:00,Covidien plc Announces Clearance and European CE Mark Approval of Parietex Optimized Composite Mesh
2011-06-09 00:00:00,Covidien plc May Sell Drugs
2011-11-21 00:00:00,Covidien plc Announces Definitive Agreement to Acquire BRRX
2011-12-01 00:00:00,Covidien Embolic Protection Device Receives FDA Clearance
2012-03-05 00:00:00,Covidien Revascularization Device Receives FDA Clearance
2012-03-29 00:00:00,Covidien plc Announces Launch Of AccuMesh Positioning System
2012-04-05 00:00:00,Covidien plc Announces Definitive Agreement to Acquire Oridion Systems
2012-04-30 00:00:00,Covidien plc Acquires PolyTouch Medical Ltd
2012-05-01 00:00:00,Covidien plc Issues FY 2012 Revenue Guidance Below Comments On Earnings Call
2012-06-07 00:00:00,Mallinckrodt The Pharmaceuticals Business Of Covidien And Zogenix Announce Exclusive Arrangement On SUMAVEL DosePro
2012-08-23 00:00:00,Covidien Mallinckrodt Announces Agreement With Xanodyne Pharmaceuticals To Purchase Roxicodone
2012-08-27 00:00:00,Covidien PLC Announces FDA Approves Mallinckrodts EXALGO
2012-08-28 00:00:00,Covidien PLC Receives FDA Clearance For Groundbreaking iDrive Ultra Powered Stapling System
2012-09-11 00:00:00,Covidien PLC Announces FDA Clearance Of LigaSure Small Jaw Instrument For Nose And Throat Surgical Procedures
2012-09-20 00:00:00,Covidien PLC Announces Dividend Increase of
2012-10-10 00:00:00,COVIDIEN PLC Covidien Announces Final Results from Landmark DEFINITIVE
2012-10-18 00:00:00,Top 4 Stocks In The Medical Instruments Supplies Industry With
2012-11-05 00:00:00,Factors of Economy and Policy Research Analysis on Covidien Plc
