2011-01-13 00:00:00,Southern Company Announces Quarterly Dividend
2011-04-04 00:00:00,Southern SouthernLINC Wireless Launches Nationwide Push To Talk And Data Services
2011-04-28 00:00:00,Southern Company Reaffirms FY 2011 EPS Issues Q2 2011 EPS Guidance Below Call
2011-10-17 00:00:00,Southern Company Announces Quarterly Dividend
2011-10-26 00:00:00,Southern Company Issues Q4 2011 EPS Guidance Below Reaffirms FY 2011 EPS Call
2012-04-25 00:00:00,Southern Company Issues Q2 2012 EPS Guidance Below Call
2012-05-15 00:00:00,Southern Company Updates FY 2012 EPS Call
2012-07-16 00:00:00,Southern Co Announces Quarterly Dividend
2012-07-25 00:00:00,Southern Co Issues Q3 2012 EPS Guidance Below Reaffirms FY 2012 EPS Call
2012-10-16 00:00:00,Southern Company Breaks Above Moving Average Bullish for SO
2012-10-31 00:00:00,Flight of Success ready to take off at Door
2012-11-02 00:00:00,Not so Healthier Southern fare good
